"custAge","profession","marital","schooling","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","pmonths","pastEmail","responded","profit","id"
NA,"services","single","university.degree","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,999,1,"no",NA,334
40,"technician","married","professional.course","no","no","no","telephone","jun","wed",5,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,999,0,"no",NA,335
65,"housemaid","married","basic.4y","no","yes","no","cellular","oct","tue",2,999,1,"failure",-3.4,92.431,-26.9,0.728,5017.5,999,1,"no",NA,336
50,"technician","single",NA,"no","no","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,337
39,"admin.","single",NA,"no","yes","yes","telephone","aug","fri",1,999,0,"nonexistent",-1.7,94.027,-38.3,0.89,4991.6,999,0,"no",NA,338
NA,"admin.","divorced","university.degree","no","no","no","cellular","apr","fri",1,999,1,"failure",-1.8,93.075,-47.1,1.479,5099.1,999,2,"no",NA,339
NA,"technician","married","professional.course","no","yes","no","cellular","may","fri",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,999,0,"no",NA,340
83,"retired","divorced","basic.4y","no","no","no","cellular","sep","thu",1,9,3,"success",-1.1,94.199,-37.5,0.879,4963.6,0.3,6,"yes",218,341
56,"blue-collar","married","basic.4y","no","no","no","cellular","may",NA,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,999,0,"no",NA,342
53,"management","married","university.degree","no","yes","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,999,0,"yes",230,343
38,"technician","married","professional.course","no","no","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,999,0,"no",NA,344
49,"blue-collar","married","basic.6y","unknown","yes","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,999,0,"no",NA,345
33,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,999,0,"no",NA,346
39,"admin.","single","university.degree","no","no","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,999,0,"no",NA,347
43,"services","married","high.school","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,348
27,"technician","married","professional.course","no","yes","no","cellular","jun","mon",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,999,0,"no",NA,349
33,"blue-collar","married","basic.9y","no","yes","no","cellular","may",NA,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,999,0,"no",NA,350
52,"admin.","married",NA,"no","yes","no","cellular","nov","fri",2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,999,1,"no",NA,351
40,"admin.","divorced","high.school","no","no","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,999,0,"no",NA,352
23,"blue-collar","married",NA,"unknown","no","no","cellular","may","tue",8,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,999,0,"no",NA,353
NA,"admin.","married","high.school","no","yes","no","cellular","oct",NA,1,999,1,"failure",-1.1,94.601,-49.5,0.972,4963.6,999,3,"yes",146,354
38,"admin.","married",NA,"no","yes","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,999,0,"no",NA,355
NA,"admin.","single","high.school","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,999,0,"no",NA,356
29,"admin.","single","high.school","no","no","no","cellular","may",NA,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,999,0,"no",NA,357
43,"admin.","married",NA,"no","yes","no","cellular","jul",NA,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,358
53,"self-employed","married",NA,"no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,999,0,"no",NA,359
NA,"technician","married",NA,"no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,999,0,"no",NA,360
34,"blue-collar","married",NA,"no","no","no","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,999,0,"no",NA,361
50,"entrepreneur","married","professional.course","unknown","yes","no","cellular","aug","fri",4,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,999,0,"yes",-19,362
NA,"technician","single",NA,"no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,363
29,"blue-collar","single",NA,"unknown","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,364
NA,"management","married",NA,"unknown","yes","yes","cellular","apr","tue",8,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,999,0,"no",NA,365
34,"technician","married","high.school","no","no","yes","telephone","may",NA,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,366
43,"blue-collar","married","basic.4y","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,367
NA,"admin.","divorced","university.degree","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,368
35,"admin.","married",NA,"unknown","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,369
46,"technician","married","basic.9y","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,999,0,"no",NA,370
NA,"admin.","married","professional.course","unknown","no","no","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"no",NA,371
37,"technician","married",NA,"no","no","no","cellular","aug",NA,8,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,999,0,"no",NA,372
46,"admin.","married","high.school","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,999,0,"no",NA,373
46,"admin.","married",NA,"unknown","yes","no","telephone","jun",NA,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,999,0,"yes",-46,374
48,"blue-collar","married","basic.9y","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,375
NA,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,376
36,"admin.","married","high.school","no","no","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.4,5099.1,999,0,"no",NA,377
36,"entrepreneur","single","university.degree","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,378
37,"services","married",NA,"no","yes","yes","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,379
53,"management","married","university.degree","unknown","no","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,380
40,"services","married",NA,"no","no","no","cellular","may",NA,4,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,999,1,"no",NA,381
36,"housemaid","single","university.degree","no","unknown","unknown","cellular","aug","fri",2,3,1,"success",-2.9,92.201,-31.4,0.825,5076.2,0.1,4,"no",NA,382
NA,"blue-collar","single",NA,"no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,383
NA,"admin.","single","university.degree","unknown","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"no",NA,384
58,"admin.","divorced","university.degree","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"yes",217,385
NA,"admin.","single","university.degree","no","yes","yes","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,999,0,"no",NA,386
34,"admin.","single","basic.9y","no","no","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,387
30,"technician","single",NA,"no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,388
33,"technician","married","high.school","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"yes",189,389
54,"technician","married",NA,"no","yes","no","telephone","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,999,0,"yes",202,390
39,"admin.","married","professional.course","no","yes","no","telephone","may","tue",7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,391
24,"student","single","high.school","unknown","yes","yes","telephone","may",NA,7,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,999,0,"no",NA,392
33,"admin.","single","high.school","no","yes","yes","telephone","jun","fri",26,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,999,0,"no",NA,393
NA,"blue-collar","single","basic.4y","no","no","no","cellular","jul","wed",17,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,394
NA,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,395
58,"admin.","married","high.school","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,999,0,"no",NA,396
52,"management","married","university.degree","no","no","no","telephone","nov","mon",3,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,999,0,"no",NA,397
49,"management","divorced",NA,"no","no","no","telephone","may","fri",7,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,999,0,"no",NA,398
37,"unemployed","single","professional.course","no","no","no","telephone","jun",NA,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,999,0,"no",NA,399
43,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,999,0,"no",NA,400
NA,"services","married","basic.4y","unknown","no","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,999,4,"no",NA,401
48,"admin.","married","high.school","no","yes","no","telephone","nov",NA,1,999,0,"nonexistent",-0.1,93.2,-42,4.7,5195.8,999,0,"no",NA,402
38,"admin.","divorced","high.school","no","yes","no","telephone","may","fri",5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,999,0,"no",NA,403
32,"blue-collar","married",NA,"unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,404
NA,"blue-collar","married","basic.6y","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,999,0,"yes",-180,405
58,"management","married","university.degree","no","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,406
41,"admin.","married","university.degree","no","no","no","cellular","aug","wed",5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,407
NA,"admin.","single","university.degree","no","yes","yes","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,999,0,"no",NA,408
36,"services","married","high.school","no","yes","yes","telephone","jun","thu",6,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,999,0,"no",NA,409
27,"technician","single",NA,"no","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,410
42,"blue-collar","married","basic.4y","no","yes","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,999,0,"no",NA,411
37,"technician","married","professional.course","unknown","yes","yes","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,412
59,"housemaid","divorced","unknown","unknown","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,413
38,"technician","married","professional.course","no","no","no","cellular","mar",NA,1,999,0,"nonexistent",-1.8,92.843,-50,1.757,5099.1,999,0,"no",NA,414
36,"management","married","university.degree","unknown","no","no","telephone","aug","fri",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,415
NA,"admin.","single","university.degree","no","yes","no","cellular","oct","thu",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.754,5017.5,999,0,"no",NA,416
31,"self-employed","single",NA,"no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,999,0,"no",NA,417
39,"blue-collar","married","professional.course","no","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"no",NA,418
NA,"admin.","single","university.degree","no","yes","no","cellular","may","thu",4,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,999,0,"no",NA,419
NA,"technician","single","professional.course","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,420
35,"services","single","high.school","unknown","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,421
41,"technician","married",NA,"no","no","no","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,999,0,"no",NA,422
29,"blue-collar","married","high.school","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,999,0,"no",NA,423
31,"technician","single","university.degree","no","no","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,999,2,"yes",202,424
49,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,425
51,"blue-collar","married","high.school","no","no","no","cellular","nov","fri",4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,999,0,"no",NA,426
NA,"technician","divorced",NA,"no","yes","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,427
NA,"student","single",NA,"no","yes","no","cellular","jun","tue",1,999,0,"nonexistent",-1.7,94.055,-39.8,0.737,4991.6,999,0,"no",NA,428
40,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,429
NA,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"no",NA,430
NA,"technician","single","professional.course","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.851,5076.2,999,0,"yes",205,431
NA,"services","married","basic.9y","no","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,432
47,"blue-collar","married","basic.9y","no","unknown","unknown","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"no",NA,433
NA,"retired","married","high.school","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,434
31,"blue-collar","single",NA,"no","yes","no","cellular","may",NA,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,999,0,"no",NA,435
35,"technician","single","university.degree","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,999,0,"no",NA,436
NA,"retired","married","basic.9y","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,437
30,"services","married","high.school","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,999,0,"no",NA,438
36,"blue-collar","married",NA,"no","no","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,439
40,"management","married","basic.6y","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,999,0,"no",NA,440
NA,"technician","married","high.school","no","no","no","cellular","jul",NA,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,441
30,"management","married","university.degree","no","no","no","cellular","aug","thu",4,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,999,0,"no",NA,442
44,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,999,0,"yes",34,443
34,"admin.","married","high.school","no","no","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,999,0,"no",NA,444
58,"admin.","divorced","high.school","no","no","no","telephone","oct","thu",1,999,0,"nonexistent",-0.1,93.798,-40.4,4.794,5195.8,999,0,"no",NA,445
24,"management","single","university.degree","no","no","yes","telephone","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.406,5195.8,999,0,"no",NA,446
NA,"admin.","divorced","university.degree","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,447
42,"admin.","divorced",NA,"no","no","yes","telephone","may",NA,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,448
31,"admin.","married","university.degree","no","no","no","cellular","aug","tue",6,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,999,0,"no",NA,449
NA,"admin.","single",NA,"no","no","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,450
49,"management","married","basic.9y","no","unknown","unknown","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,999,0,"no",NA,451
31,"admin.","divorced","high.school","no","no","no","cellular","jul","thu",6,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,452
54,"technician","single","basic.9y","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,453
26,"blue-collar","single","basic.6y","no","no","no","telephone","jun",NA,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,999,0,"no",NA,454
33,"services","married","high.school","unknown","yes","no","telephone","jun",NA,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"yes",-69,455
34,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","mon",30,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,999,0,"no",NA,456
43,"services","married","basic.4y","no","no","no","cellular","nov","mon",1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,999,1,"no",NA,457
55,"services","married","basic.9y","no","yes","no","cellular","dec",NA,1,6,1,"success",-3,92.713,-33,0.715,5023.5,0.2,4,"yes",210,458
NA,"admin.","married",NA,"no","yes","no","cellular","nov",NA,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,999,0,"no",NA,459
58,"admin.","married",NA,"no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,999,0,"no",NA,460
30,"self-employed","married","professional.course","no","yes","no","cellular","may","tue",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,999,0,"no",NA,461
29,"student","single","professional.course","no","yes","yes","cellular","nov","thu",1,7,1,"success",-3.4,92.649,-30.1,0.714,5017.5,0.233333333333333,2,"yes",369,462
35,"admin.","single","professional.course","no","yes","no","cellular","nov","fri",3,999,0,"nonexistent",-1.1,94.767,-50.8,1.04,4963.6,999,0,"yes",184,463
28,"blue-collar","single",NA,"unknown","no","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,999,2,"no",NA,464
49,"management","married",NA,"no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,999,0,"no",NA,465
38,"student","single",NA,"no","no","no","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,466
33,"admin.","single",NA,"no","yes","yes","cellular","mar","tue",1,999,0,"nonexistent",-1.8,92.843,-50,1.614,5099.1,999,0,"yes",450,467
NA,"blue-collar","married","basic.4y","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,468
27,"admin.","married","basic.9y","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,999,0,"no",NA,469
NA,"management","divorced","university.degree","no","yes","no","cellular","nov","mon",2,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,999,2,"no",NA,470
NA,"services","married","high.school","unknown","yes","no","telephone","may","wed",9,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,999,0,"no",NA,471
NA,"technician","single","professional.course","no","unknown","unknown","cellular","sep","fri",1,3,2,"success",-1.1,94.199,-37.5,0.878,4963.6,0.1,0,"yes",138,472
NA,"admin.","single","high.school","no","no","yes","cellular","jun","mon",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,999,0,"no",NA,473
NA,"technician","single","basic.9y","no","yes","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,474
NA,"services","married",NA,"unknown","no","no","telephone","may","tue",4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"yes",-13,475
28,"technician","married",NA,"no","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,999,2,"no",NA,476
NA,"blue-collar","married",NA,"unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,477
34,"technician","single","professional.course","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,478
50,"management","married","university.degree","unknown","unknown","unknown","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,479
39,"services","married",NA,"no","no","no","cellular","nov",NA,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,999,0,"no",NA,480
49,"blue-collar","divorced","basic.4y","no","yes","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,481
NA,"technician","single",NA,"no","yes","no","cellular","may","mon",4,999,1,"failure",-1.8,92.893,-46.2,1.354,5099.1,999,2,"no",NA,482
32,"self-employed","single",NA,"unknown","yes","no","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,999,0,"no",NA,483
70,"retired","married",NA,"unknown","yes","no","cellular","aug","thu",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,999,0,"no",NA,484
NA,"blue-collar","married",NA,"no","yes","no","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,999,3,"no",NA,485
NA,"management","married","university.degree","unknown","yes","no","telephone","may",NA,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,486
34,"blue-collar","single","basic.9y","no","no","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,999,3,"no",NA,487
NA,"admin.","married","basic.9y","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,999,1,"no",NA,488
50,"services","married",NA,"no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,489
41,"admin.","single","high.school","no","no","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,999,0,"no",NA,490
44,"entrepreneur","married",NA,"no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,491
41,"management","married","unknown","unknown","yes","no","telephone","may",NA,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,999,0,"no",NA,492
40,"blue-collar","single","basic.9y","no","no","no","cellular","may","wed",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,999,0,"no",NA,493
39,"self-employed","married",NA,"no","no","yes","cellular","apr","tue",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,999,0,"no",NA,494
71,"retired","divorced","basic.4y","no","no","yes","cellular","apr","thu",1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099.1,999,1,"no",NA,495
NA,"entrepreneur","divorced","university.degree","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,496
46,"admin.","divorced",NA,"unknown","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,497
37,"blue-collar","married","basic.9y","no","no","no","telephone","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,999,0,"no",NA,498
43,"blue-collar","married",NA,"unknown","no","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,499
40,"admin.","married",NA,"no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,500
31,"technician","married",NA,"no","no","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,501
34,"blue-collar","married","basic.6y","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,999,4,"no",NA,502
NA,"admin.","married","university.degree","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,503
35,"blue-collar","married","basic.4y","unknown","yes","no","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,999,2,"no",NA,504
31,"services","single","high.school","no","yes","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,505
52,"blue-collar","married","unknown","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,999,0,"no",NA,506
35,"blue-collar","married",NA,"unknown","yes","yes","telephone","jun","thu",6,999,0,"nonexistent",1.4,94.465,-41.8,4.955,5228.1,999,0,"no",NA,507
NA,"services","single","high.school","no","yes","no","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"yes",190,508
35,"admin.","single","high.school","no","no","yes","cellular","nov",NA,2,7,2,"failure",-3.4,92.649,-30.1,0.715,5017.5,0.233333333333333,4,"no",NA,509
NA,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,510
NA,"blue-collar","married","basic.6y","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,999,0,"no",NA,511
29,"blue-collar","single",NA,"no","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"yes",9,512
